dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.oauth_scope;default.parent_domain;custom.cycle;custom.periodicity;datasetid
2016-03-01;2016-03-03;;;;;Annuelle ;;Depuis 2012;Par métiers;;;;;;;Recrutements SNCF par métiers;"<p>Recrutements  depuis 2012, classés par métiers SNCF.</p><p>Ces données intègrent les salariés au statut (dit ""statut du cadre permanent"") et les salariés sous contrat. </p><p>

</p><p><b>A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).</b></p><p>

<b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br/></p>";Social et ressources humaines;Recrutement ,Salariés,Ressources humaines,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-01-03T13:05:36+00:00;False;True;2023-01-03T13:05:36+00:00;2023-01-03T13:05:36.431000+00:00;world_fr;True;France;;;SNCF;;200;;;;;;;False;;;;Annuelle;recrutement-metiers-sncf
;;;;;;;;;;;;;;;;Dettes financières CSO de SNCF Réseau depuis 2017;<p>Dettes financières issues du Rapport Financier du groupe SNCF Réseau au 31 décembre 2018 (Comptes sociaux de l'EPIC SNCF RÉSEAU)</p>;Réseau;SNCF RESEAU,Comptes Sociaux;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:42:19+00:00;True;True;2021-07-01T15:30:51+00:00;2023-06-14T01:14:43.220000+00:00;world_fr;True;France;;;SNCF Réseau;;30;;;;;;;True;;datasncf;;Annuelle;dettes-financieres-2017-cso
;;;;;;;;;;;;;;;;Cours de marchandises directement accessibles;<p>Liste des cours de marchandises directement accessibles du Réseau Ferré National.</p><p>Les cours de marchandises permettent le chargement et le déchargement de wagons ainsi que le transbordement de marchandises de la voie ferrée à un autre mode de transport et vice versa. Elles sont composées d’une ou de plusieurs voies de service, le cas échéant de halles, quais ou bâtiments, et d’un accès routier permettant aux camions d’accéder au site. </p><p>Ce jeu publie les données en l’état des bases, à jour à la date de publication. </p>;Réseau;SNCF RESEAU,Cours de marchandise;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:18:25+00:00;True;False;2021-06-25T17:39:29+00:00;2023-06-14T01:10:38.396000+00:00;world_fr;True;France;;;SNCF Réseau;;180;;;;;;;True;;datasncf;;Annuelle;cours-de-marchandise-directement-accessibles
;;;;;;;;;;;;;;;;Immobilisations corporelles CCO du groupe SNCF Réseau depuis 2015;<p>Immobilisations corporelles depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Immobilisations Corporelles;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T09:54:28+00:00;True;True;2021-06-29T08:50:32+00:00;2023-06-14T01:16:25.314000+00:00;world_fr;True;France;;;SNCF Réseau;;432;;;;;;;True;;datasncf;;Annuelle;immobilisations-corporelles-2017-cco
;;;;;;;;;;;;;;;;Liste des passerelles;"<p>Les ouvrages d’art supérieurs à 2 mètres sont listés.</p><p>Ce jeu publie les données en l’état des bases au 31/12/2021. </p><p>Les éléments d’infrastructure sont localisés par projection sur la ligne correspondante. Les coordonnées GPS proposées sont celles de la projection de l’objet sur la ligne. De ce fait, il peut y avoir un écart avec la géolocalisation de l’objet.</p><p>Lorsqu’un élément se trouve à proximité de plusieurs lignes, il est projeté sur les différentes lignes. Quand un objet est projeté sur une ligne qui n’est plus exploitée, la traduction de la localisation n’est pas possible.</p><p>Les coordonnées sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dernière
mise à jour : 19/04/2023<br/></p>";Réseau;SNCF RESEAU,Passerelles,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2022-03-24T10:18:55+00:00;True;True;2023-04-28T15:55:57+00:00;2023-06-14T01:12:14.388000+00:00;world;True;World;Point;;SNCF Réseau;;1046;;;;;;;True;;datasncf;;Annuelle;liste-des-passerelles
;;;;;;;;;;;;;;;;Charges de personnel CCO du groupe SNCF Réseau depuis 2015;<p>Charges de personnel depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales)</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Charges,personnel,Charges de personnel;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:41:33+00:00;True;True;2021-07-01T13:24:47+00:00;2023-06-14T01:17:29.380000+00:00;world_fr;True;France;;;SNCF Réseau;;5;;;;;;;True;;datasncf;;Annuelle;charges-de-personnel-2017-cco
;;;;;;;;;;;;;;;;Cours de marchandises accessibles après diagnostic;<p>Liste des cours de marchandise accessibles après diagnostic du Réseau Ferré National.</p><p>Les cours de marchandises permettent le chargement et le déchargement de wagons ainsi que le transbordement de marchandises de la voie ferrée à un autre mode de transport et vice versa. Elles sont composées d’une ou de plusieurs voies de service, le cas échéant de halles, quais ou bâtiments, et d’un accès routier permettant aux camions d’accéder au site. </p><p>Ce jeu publie les données en l’état des bases, à jour à la date de publication. </p>;Réseau;SNCF RESEAU,Cours de marchandise;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2021-06-25T12:47:45+00:00;False;False;2021-06-25T17:41:09+00:00;2023-06-14T01:10:32.981000+00:00;world_fr;True;France;;;SNCF Réseau;;198;;;;;;;True;;datasncf;;Annuelle;cours-de-marchandise-accessible-apres-diagnostic
;;;;;;;;;;;;;;;;Répartition des clients selon l'intermodalité (Enquête en gare);"<p>Gares &amp; Connexions réalise régulièrement  des enquêtes clients dans  les gares. Ce jeu de données indique la  répartition (en %) des modes de transport des clients pour se rendre en gare dans les gares   enquêtées.</p><p>Ce jeu de données est issu d'enquêtes non régulières réalisées dans différentes gares de France.</p>";Gares;Enquête Gares & Connexions,Gare de voyageurs,Gares;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-09-28T12:23:15+00:00;False;False;2018-01-18T09:44:13+00:00;2020-05-26T18:49:20.962000+00:00;world_fr;True;France;;;Gares & Connexions;;439;;;;;;;False;;;;Irrégulière;intermodalite
;;;;;;;;;;;;;;;;Indicateurs RSE de SNCF Réseau depuis 2016;"<p>Ce jeu de données n'est plus mis à jour depuis 2020.<br/></p><p>Ce jeu de données contient l’ensemble des indicateurs de responsabilité sociétale de l’Entreprise (RSE) SNCF RESEAU depuis  2016.</p><p>Ce jeu de données présente les indicateurs de la politique de responsabilité Sociétale de l’Entreprise (RSE) de SNCF RESEAU. Ces indicateurs recouvrent les 42 thématiques du décret 225 de la loi Grenelle 2 que sont les volets sociaux (l’emploi, l’organisation du travail, les relations sociales, la santé, la sécurité, la formation, l’égalité de traitement, la discrimination…), environnementaux (la pollution, la gestion des déchets, l’utilisation durable des ressources, le changement climatique, la protection de la biodiversité, l’énergie … et sociétaux (ancrage territorial, économique et social des activités de SNCF Réseau, le dialogue avec les parties prenantes…) mais aussi des 3 principes d’actions qui la gouverne (parties prenantes, gouvernance et éthique).</p><p>Eléments de compréhension sur certains indicateurs : <a href=""https://www.sncf-reseau.com/sites/default/files/2019-09/M%C3%A9thodologie%20DPEF%20SNCF%20R%C3%A9seau%202018.pdf"" style='background-color: rgb(255, 255, 255); font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 0.833rem;'>https://www.sncf-reseau.com/sites/default/files/2019-09/M%C3%A9thodologie%20DPEF%20SNCF%20R%C3%A9seau%202018.pdf</a></p>";Réseau;SNCF RESEAU,Indicateurs ,RSE;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-23T13:19:30+00:00;True;True;2020-07-08T10:02:23+00:00;2023-06-14T01:18:11.419000+00:00;world_fr;True;France;;;SNCF Réseau;;159;;;;;;;True;;datasncf;;Annuelle;indicateurs-rse-2016
;;;;;;;;;;;;;;;;Contrôles de propreté en gare;<p>Ce jeu de données informe sur le niveau de propreté des gares. </p><p><strong>La propreté des gares est un enjeu fort pour SNCF. En vue de satisfaire les clients, SNCF réalise, conjointement avec le prestataire, des contrôles de conformité de la prestation de nettoyage, dont la fréquence varie en fonction de l’importance de la gare. Ces contrôles reposent sur la réalisation d’observations dans différentes zones de la gare abord, accès, hall, quais, … et sur différents supports (vitres, sols, signalétique). L’obligation de résultat est fixée à 90% de conformité minimum. En deçà, des actions correctives sont déclenchées rapidement et s’inscrivent dans une démarche d’amélioration continue.</strong></p><p>Pour chaque gare, une ligne du jeu de données correspond à un ensemble mensuel de contrôles de propreté effectués suite au passage et actions des prestataires de nettoyage. Pour chaque mois sont indiqués le nombre d'observations total et le nombre d'observations non-conformes aux attendus dans la gare concernée.  </p><p>Le taux de conformité se calcule par l'opération (nb d’observations – nb de non-conformités)/(nb d’observations).</p>;Gares,Propreté;Propreté,Gares,Services en gare;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-06-01T22:00:33+00:00;False;True;2023-06-01T22:00:33+00:00;2023-06-01T22:00:33.730000+00:00;world_fr;True;France;;;Gares & Connexions;;58825;;;;;;;False;;;;Mensuelle;proprete-en-gare
;;;;;;;;;;;;;;;;Bilan actif CCO du groupe SNCF Réseau depuis 2015;<p>Bilan actif depuis 2015 issu des Rapports Financiers du groupe SNCF Réseau au 31 décembre de chaque année (Comptes consolidés incluant l'EPIC SNCF RESEAU et ses filiales).</p>;Réseau;SNCF RESEAU,Comptes Consolidés,Bilan,Actif;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:09:10+00:00;True;True;2021-06-29T07:52:22+00:00;2023-06-14T01:15:31.272000+00:00;world_fr;True;France;;;SNCF Réseau;;14;;;;;;;True;;datasncf;;Annuelle;bilan-actif-2017-cco
;;;;;;;;;;;;;;;;Répartition des motifs de déplacements des voyageurs et non voyageurs (Enquêtes en gare);"<p>Gares &amp; Connexions réalise régulièrement des enquêtes clients dans les gares. Ce jeu de données indique la répartition (en %) des motifs de déplacements en gare des voyageurs ou non voyageurs.</p><p>Ces informations sont obtenues à partir des enquêtes réalisées en gare lors d’un jour ouvrable de base (très souvent le jeudi), hors veille de départ de grand week-end, hors vacances scolaires.</p>";Gares,Comptage et flux;Gare de voyageurs,Gares de voyageurs,Fréquentation,Enquête Gares & Connexions;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2017-10-03T14:43:09+00:00;False;False;2017-10-03T14:45:33+00:00;2020-05-26T18:49:21.904000+00:00;world_fr;True;France;;;Gares & Connexions;;282;;;;;;;False;;;;Irrégulière;repartition-des-motifs-de-deplacements-des-voyageurs-et-non-voyageurs-enquetes-e
;;;;;;;;;;;;;;;;Bilan passif CSO de SNCF Réseau depuis 2015;<p>Bilan passif depuis 2015 issu du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU)</p>;Réseau;Comptes Sociaux,SNCF RESEAU,Bilan,Passif;Open Database License (ODbL);https://data.sncf.com/pages/licence;en;en;;2022-03-24T10:35:49+00:00;True;True;2021-07-01T14:54:32+00:00;2023-06-14T01:15:09.959000+00:00;world_fr;True;France;;;SNCF Réseau;;22;;;;;;;True;;datasncf;;Annuelle;bilan-passif-2017-cso
;;;;;;;;;;;;;;;;Lignes par région administrative;<p>Liste des lignes du Réseau Ferré National par région administrative.</p><p>Les portions de ligne du réseau sont listées dans ce jeu de données par région administrative traversée par la ligne. </p><p>Chaque ligne du fichier correspond à la portion de la ligne du réseau appartenant à une région administrative.</p><p>Ce jeu publie les données en l’état des bases au 31/12/2021.</p><p>Les coordonnées géographiques sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dans certains cas, la transformation de la localisation ferroviaire en coordonnées géographiques n’est pas possible : ces coordonnées n’ont pas été collectées pour les lignes qui ne sont plus exploitées.</p><p>date de mise à jour 10/08/2022</p>;Réseau;SNCF RESEAU,Lignes,Infrastructure,Régions,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2022-03-24T10:34:57+00:00;True;True;2022-08-10T14:29:01+00:00;2023-06-14T01:13:18.409000+00:00;world;True;World;LineString,MultiLineString;"{""coordinates"": [[[9.44911977276206, 51.076054936274886], [-4.479243038222194, 51.076054936274886], [-4.479243038222194, 41.927543906494975], [9.44911977276206, 41.927543906494975], [9.44911977276206, 51.076054936274886]]], ""type"": ""Polygon""}";SNCF Réseau;;1377;;;;;;;True;;datasncf;;Annuelle;lignes-par-region-administrative
2022-11-16;;;;;;;;;;;;;2021-12-31T23:00:00+00:00;;;Baromètre notes d'opinion SNCF depuis janvier 2022 (Harris Interactive);"<p class=""MsoNormal"" style=""font-family: sans-serif;"">Ce jeu de données est issu du baromètre image de la SNCF qui mesure l’opinion des Français sur la SNCF selon les 5 indicateurs suivants :  l’opinion globale, la perception de la ponctualité, du prix, de l’innovation, de l’information voyageurs et de l’engagement environnemental de la SNCF. En janvier 2022, la SNCF a fait évoluer le questionnaire et pose uniquement des questions sur une échelle sémantique. Ainsi, elle ne diffuse plus une note moyenne sur 10, mais un pourcentage d’opinions favorables. Toute utilisation de ces données doit tenir compte de la rupture d’historique occasionnée.<o:p></o:p></p><p class=""MsoNormal"" style=""font-family: sans-serif;"">Ce questionnaire est administré chaque mois, par mail, à 1000 Français sur la base d’un échantillon représentatif national.<o:p></o:p></p><p class=""MsoNormal"" style=""font-family: sans-serif;"">La SNCF a mandaté l’institut de sondage indépendant Harris Interactive pour la réalisation de ce baromètre.<o:p></o:p></p><p class=""MsoNormal"" style=""font-family: sans-serif;""><o:p> </o:p></p><p class=""MsoNormal"" style=""font-family: sans-serif;"">Les indicateurs :</p><table class=""table table-bordered"" style=""width: 515px;""><tbody><tr><td><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Opinion globale</span><br/></td><td><p class=""MsoNormal""><span style=""font-weight: bolder;"">Quelle opinion générale avez-vous de La SNCF ?<o:p></o:p></span></p><i><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Très bonne opinion / Plutôt bonne opinion / Plutôt mauvaise opinion / Très mauvaise opinion /Ne se prononce pas</span></i><span style=""font-size: 11pt; font-family: Calibri, sans-serif;""></span></td><td><p class=""MsoNormal""><span style=""font-weight: bolder;"">Pourcentage donné :<o:p></o:p></span></p><p class=""MsoNormal"">Très bonne opinion<o:p></o:p></p><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">+ plutôt bonne opinion</span><br/></td></tr><tr><td><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Ponctualité</span><br/></td><td><p class=""MsoNormal"">Êtes-vous d’accord ou non avec la phrase… <span style=""font-weight: bolder;"">La SNCF a des trains qui partent et arrivent à l’heure</span><span class=""eop""><span style=""font-size: 12pt; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""> </span></span><span class=""eop""><span style=""font-size: 12pt; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;""><o:p></o:p></span></span></p><i><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Tout à fait d’accord / Plutôt d’accord / Plutôt pas d’accord / Pas du tout d’accord / Ne se prononce pas </span></i><br/></td><td><p class=""MsoNormal""><span style=""font-weight: bolder;"">Pourcentage donné :<o:p></o:p></span></p><p class=""MsoNormal"">Tout à fait d’accord<o:p></o:p></p><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">+ plutôt d’accord</span><br/></td></tr><tr><td><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Prix</span><br/></td><td><p class=""MsoNormal"">Êtes-vous d’accord ou non avec la phrase… <span style=""font-weight: bolder;"">La SNCF propose des tarifs qui permettent à tous de voyager<o:p></o:p></span></p><i><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Tout à fait d’accord / Plutôt d’accord / Plutôt pas d’accord / Pas du tout d’accord / Ne se prononce pas</span></i><br/></td><td><p class=""MsoNormal""><span style=""font-weight: bolder;"">Pourcentage donné :<o:p></o:p></span></p><p class=""MsoNormal"">Tout à fait d’accord<o:p></o:p></p><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">+ plutôt d’accord</span><br/></td></tr><tr><td><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Innovation</span><br/></td><td><p class=""MsoNormal"">Êtes-vous d’accord ou non avec la phrase… <span style=""font-weight: bolder;"">La SNCF est une entreprise innovante<o:p></o:p></span></p><i><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Tout à fait d’accord / Plutôt d’accord / Plutôt pas d’accord / Pas du tout d’accord / Ne se prononce pas</span></i><br/></td><td><p class=""MsoNormal""><span style=""font-weight: bolder;"">Pourcentage donné :<o:p></o:p></span></p><p class=""MsoNormal"">Tout à fait d’accord<o:p></o:p></p><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">+ plutôt d’accord</span><br/></td></tr><tr><td><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Information voyageurs</span><br/></td><td><p class=""MsoNormal"">Êtes-vous d’accord ou non avec la phrase… La SNCF <span style=""font-weight: bolder;"">Informe bien ses clients avant, pendant et après leur voyage<o:p></o:p></span></p><i><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Tout à fait d’accord / Plutôt d’accord / Plutôt pas d’accord / Pas du tout d’accord / Ne se prononce pas</span></i><br/></td><td><p class=""MsoNormal""><span style=""font-weight: bolder;"">Pourcentage donné :<o:p></o:p></span></p><p class=""MsoNormal"">Tout à fait d’accord<o:p></o:p></p><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">+ plutôt d’accord</span><br/></td></tr><tr><td><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Environnement</span><br/></td><td><p class=""MsoNormal"">Êtes-vous d’accord ou non avec la phrase… La SNCF <span style=""font-weight: bolder;"">Propose des modes de transport respectueux de l'environnement</span><o:p></o:p></p><i><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">Tout à fait d’accord / Plutôt d’accord / Plutôt pas d’accord / Pas du tout d’accord / Ne se prononce pas</span></i><br/></td><td><p class=""MsoNormal""><span style=""font-weight: bolder;"">Pourcentage donné :<o:p></o:p></span></p><p class=""MsoNormal"">Tout à fait d’accord<o:p></o:p></p><span style=""font-size: 11pt; font-family: Calibri, sans-serif;"">+ plutôt d’accord</span><br/></td></tr></tbody></table>";Marque et communication externe;Image SNCF,Baromètre d'image,Opinion ,Marque;Open Data Commons Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-06-08T09:49:46+00:00;False;True;2023-06-08T09:49:46+00:00;2023-06-08T09:49:46.126000+00:00;world_fr;True;France;;;SNCF;;90;;;;;;;False;;;;Mensuelle;sncf-image-open-data-mensuel-harris
;;;;;;;;;;;;;;;;Lignes LGV et par écartement;<p>Liste des lignes du Réseau Ferré National par catégorie (ligne à écartement normal, étroit ou ligne LGV).</p><p>Ce jeu de donnée publie les lignes du réseau en précisant si elles ont un écartement normal, métrique (étroit) ou si elles sont LGV.</p><p>Ce jeu publie les données en l’état des bases au 31/12/2021.</p><p>Les coordonnées géographiques sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dans certains cas, la transformation de la localisation ferroviaire en coordonnées géographiques n’est pas possible : ces coordonnées n’ont pas été collectées pour les lignes qui ne sont plus exploitées</p><p>date de mise à jour 21/04/2023</p>;Description du réseau;SNCF RESEAU,Lignes,Infrastructure,Écartement des voies,Géolocalisation,LGV;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2020-05-26T16:32:44+00:00;True;True;2023-04-21T11:16:48+00:00;2023-06-14T01:12:51.111000+00:00;world;True;World;LineString,MultiLineString;"{""coordinates"": [[[7.801066618412733, 50.632392168045044], [-1.4693111646920443, 50.632392168045044], [-1.4693111646920443, 42.494044178165495], [7.801066618412733, 42.494044178165495], [7.801066618412733, 50.632392168045044]]], ""type"": ""Polygon""}";SNCF Réseau;;40;;;;;;;True;;datasncf;;Annuelle;lignes-lgv-et-par-ecartement
;;;;;;;;;;;;;;;;Autres charges externes CSO de SNCF Réseau depuis 2015;<p>Autres charges externes depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU)</p>;Réseau;SNCF RESEAU,Comptes Sociaux, Autres Charges Externes;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:10:05+00:00;True;True;2021-07-01T15:37:17+00:00;2023-06-14T01:15:15.197000+00:00;world_fr;True;France;;;SNCF Réseau;;7;;;;;;;True;;datasncf;;Annuelle;autres-charges-externes-2017-cso
;;;;;;;;;;;;;;;;Tarifs TGV INOUI et OUIGO;"<p>Prix plein tarif des trains TGV INOUI et OUIGO en vigueur au 10/01/2023.</p>

<p>Une fourchette de prix (prix minimum, prix maximum) est affichée pour chaque origine-destination et classe tarifaire.</p>

<p> Les CGV de l'ensemble des tarifs sont accessibles à <a href=""https://www.sncf.com/fr/mentions-legales"" target=""_blank"">cette page</a>.</p>";Tarifs voyageurs;tarif,TGV;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;;;;2023-01-10T16:39:13+00:00;False;True;2023-01-10T16:39:13+00:00;2023-06-14T01:21:07.378000+00:00;;False;;;;SNCF Voyageurs;;12031;;;;;;;True;;datasncf;;Annuelle;tarifs-tgv-inoui-ouigo
;;;;;;;;;;;;;;;;Résultat financier CSO de SNCF Réseau depuis 2015;<p>Résultat financier depuis 2015 issu du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU)</p>;Réseau;SNCF RESEAU,Comptes Sociaux,Compte de résultat;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:31:18+00:00;True;True;2021-07-01T15:42:31+00:00;2023-06-14T01:13:51.169000+00:00;world_fr;True;France;;;SNCF Réseau;;6;;;;;;;True;;datasncf;;Annuelle;resultat-financier-2017-cso
;;;;;;;;;;;;;;;;Dettes d'exploitation CSO de SNCF Réseau depuis 2015;<p>Dettes d'exploitation depuis 2015 issues du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU)</p>;Réseau;SNCF RESEAU,Comptes Sociaux,Dette,Exploitation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-24T10:39:47+00:00;True;True;2021-07-01T15:32:40+00:00;2023-06-14T01:14:49.224000+00:00;world_fr;True;France;;;SNCF Réseau;;12;;;;;;;True;;datasncf;;Annuelle;dettes-dexploitation-2017-cso
;;;;;;;;;;;;;;;;Gabarit limite des obstacles hauts Fret;<p>Gabarit limite des obstacles hauts pour le Fret sur les lignes du Réseau Ferré National.</p><p>Le gabarit indique la classification de la voie à la fois pour le gabarit de chargement (c’est-à-dire la limite d’encombrement que doit respecter le couple wagon-chargement circulant sur la portion de voie décrite) et pour le gabarit cinématique (c’est-à-dire le gabarit à respecter par les constructeurs de matériel roulant).</p><p>Sur ligne, il s’agit de la valeur la plus restrictive acceptée sur toutes les voies de la portion. </p><p>Ce jeu publie les données en l’état des bases à la date de publication.</p><p>Les coordonnées géographiques sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dans certains cas, la transformation de la localisation ferroviaire en coordonnées géographiques n’est pas possible : ces coordonnées n’ont pas été collectées pour les lignes qui ne sont plus exploitées</p>;Description du réseau;SNCF RESEAU,Lignes,Infrastructure,Gabarit,Fret,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2020-05-26T16:31:43+00:00;True;True;2022-08-10T13:56:49+00:00;2023-06-14T01:11:31.029000+00:00;world;True;World;Point;"{""coordinates"": [[[9.44663604721427, 51.033744723536074], [-4.4242233876138926, 51.033744723536074], [-4.4242233876138926, 42.4589159572497], [9.44663604721427, 42.4589159572497], [9.44663604721427, 51.033744723536074]]], ""type"": ""Polygon""}";SNCF Réseau;;956;;;;;;;True;;datasncf;;Annuelle;gabarit-limite-des-obstacles-hauts-fret
;;;;;;;;;;;;;;;;Chantiers de transport combinés;<p>Liste des chantiers de transport combinés du Réseau Ferré National.</p><p>Les chantiers de transport combiné de SNCF Réseau sont des espaces exclusivement utilisés pour le transport rail/route, et  qui permettent de charger ou décharger les UTI par grue mobile ou portique (pas de sites SNCF Réseau sur les ports). Les plateformes routières de ces sites sont spécialement conçues pour la circulation.</p><p>Ce jeu publie les données en l’état des bases, à jour à la date de publication. </p>;Réseau;SNCF RESEAU,Chantiers transport combiné;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2020-09-29T12:17:23+00:00;True;False;2021-06-25T17:33:42+00:00;2023-06-14T01:13:29.149000+00:00;world_fr;True;France;;;SNCF Réseau;;109;;;;;;;True;;datasncf;;;chantiers-de-transport-combines
;;;;;;;;Depuis 1997;SNCF Mobilités;;;;;;;Investissements de SNCF Mobilités (en milliards d'euros) depuis 1997;<p>Investissements SNCF Mobilités (en milliards d'euros) tous financements confondus (y compris les financements par des tiers comme les Régions) dont la part de financement propre de SNCF depuis 1997. Ces investissements concernent les actifs immobilisés au bilan (inversement, pas les dépenses quotidiennes). </p><p>NB : les normes comptables appliquées ici sont les normes françaises avant 2007 et IFRS ensuite</p>;Informations institutionnelles et financières;Investissement,Investissement net,SNCF Mobilités,Direction Stratégie Finances;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2019-09-06T13:06:48+00:00;False;True;2019-09-06T13:06:48+00:00;2021-03-31T08:24:57.545000+00:00;world_fr;True;France;;;SNCF;;22;;;;;;;False;;;;Annuelle;evolution-des-investissements-nets-sncf-mobilites-depuis-1997
2015-02-17;2015-02-17;;;;;Mensuelle;;Depuis 2015;Par accompagnement;;;;;;;Accompagnement de personnes à mobilité réduite dans les gares;<p>Ces données fournissent le nombre d'accompagnements de personnes à mobilité réduite dans les gares depuis 2015.</p>;Gares,Services voyageurs;Accessibilité,Gare de voyageurs;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-23T10:13:39+00:00;False;True;2022-03-23T10:13:39+00:00;2022-03-23T10:13:39.570000+00:00;world_fr;True;France;;;Gares & Connexions;;51861;;;;;;;False;;;;Mensuelle;accompagnement-pmr-gares
