"id";"name";"url";"organization";"organization_id";"backend";"created_at";"validation"
"645b4bca6a10c91aef94d46a";"Moissoneur ARNIA, idéo";"https://trouver.ternum-bfc.fr/dataset";"Agence Régionale du Numérique et de l’intelligence artificielle";"5b4f5364c751df0bb1c28756";"ckan";"2023-05-10T09:46:18.111000";"pending"
"6459dc7c95541d52d1980acf";"Wikimaginot SIG";"https://www.datagrandest.fr/data4citizen?facet.field=%5B%22organization%22,%22tags%22,%22themes%22,%22features%22%5D&rows=12&start=0&fq=organization:(wikimaginot)";"wikimaginot";"63aff09b9f4e6a0a9c9ecabd";"ckan";"2023-05-09T07:39:08.707000";"pending"
"6451227e111449ae4bff5531";"GeoCentre";"https://catalogue.doterr.fr/geonetwork/srv/fre/csw?REQUEST=GetCapabilities&SERVICE=CSW";"Do.TeRR . Géo-Centre";"5a83f81fc751df6f8573eb8a";"dcat";"2023-05-02T16:47:26.133000";"pending"
"644b89acbacd57ca625fa641";"Open data de la Mayenne";"https://data.lamayenne.fr/api/explore/v2.1/catalog/exports/dcat?where=publisher=""Conseil+Départemental+de+la+Mayenne""";"Le Conseil Départemental de la Mayenne";"5aeab860c751df3bca98b623";"dcat";"2023-04-28T10:54:04.047000";"pending"
"6448e46f47e8ac2d00d90948";"Moissoneur pour SIG-GR via DataGrandEst";"https://grandestprod-backoffice.data4citizen.com/";"SIG-GR";"643554d66a06c6dc12f29154";"ckan";"2023-04-26T10:44:31.426000";"accepted"
"6446a1406553aadeebdc8fcd";"Moissonneur SDIS 64 /PIGMA";"https://www.pigma.org/fr/indexer/service/ckan/";"SDIS des Pyrénées-Atlantiques";"643031930745797ffd4f60ba";"ckan";"2023-04-24T17:33:20.576000";"accepted"
"642d63a24571f60cf5504bc9";"HANRION Philippe";"https://mes-adresses.data.gouv.fr/bal/64006b483364204e9e604e2a";"";"";"dcat";"2023-04-05T14:03:46.841000";"pending"
"6424552bec43dacf691a8e0b";"Guyane-SIG";"https://catalogue.guyane-sig.fr/geonetwork/srv/fre/csw-test1?";"Collectivité Territoriale de Guyane";"642436645cf9fb7c90276ae0";"dcat";"2023-03-29T17:11:39.698000";"pending"
"64242c24a64c3e50d255167c";"Plateforme Opendata Tours Métropole Val de Loire - Ville de Tours";"https://data.tours-metropole.fr";"Ville de Tours";"56d5a6d4c751df360dabb90c";"ods";"2023-03-29T14:16:36.022000";"accepted"
"64240a57c76ef33eb17dc831";"PMMCU";"https://la-plateforme-sig-opendata-de-perp-01f83-perpignan-mediterranee.hub.arcgis.com/api/feed/dcat-ap/2.0.1.json";"";"";"dcat";"2023-03-29T11:52:23.692000";"pending"
"6422d973e4f82585c7a57845";"ATLINE Services";"https://www.marches-securises.fr";"OPH Habitat Drouais";"5bfd0df2634f4168b53ba643";"dcat";"2023-03-28T14:11:31.168000";"pending"
"6422d454321f22bb677e520a";"OPH Habitat Drouais";"https://www.marches-securises.fr";"OPH Habitat Drouais";"5bfd0df2634f4168b53ba643";"dcat";"2023-03-28T13:49:40.681000";"pending"
